OPERATION_ID,MACHINE_ID,PRODUCT_ID,TARGET_UPH,CYCLETIME
System-6PANC,System-4AZZFZ05,System-F152TF5AA02,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5AB02,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5AC01,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5AD02,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5AE01,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5AF01,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5AI01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BA01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BC01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BD01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BE01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BF01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BG01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BH01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5BI01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF5CA01,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152TF5CB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152TF6AA01,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-R121RK6NA01,225,16
System-6PANC,System-4AZZFZ05,System-R121RK6PA01,225,16
System-6PANC,System-4BGN0004,System-F140LP4AA01,168.75,21.333333333333332
System-6PANC,System-4BGN0004,System-F140LQ9QA02,96.42857142857144,37.33333333333333
System-6PANC,System-4BGN0004,System-F140LQ9RA01,168.75,21.333333333333332
System-6PANC,System-4BGN0004,System-F140LQCTA01,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-F140LYALA02,135,26.666666666666668
System-6PANC,System-4BGN0004,System-F140RAXAA04,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-F140RM7AA01,168.75,21.333333333333332
System-6PANC,System-4BGN0004,System-F140RM7AB01,168.75,21.333333333333332
System-6PANC,System-4BGN0004,System-F140RZWLB01,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-F760BF1AA04,192.8571428571429,18.666666666666664
System-6PAPB,System-4AEV0001,System-A143CCKAB01,100.8,35.714285714285715
System-6PAPB,System-4AEV0001,System-A152AZPBB01,42,85.71428571428571
System-6PAPB,System-4AEV0001,System-A152AZPBD01,42,85.71428571428571
System-6PAPB,System-4AEV0001,System-A152BBJAB01,42,85.71428571428571
System-6PAPB,System-4AEV0001,System-A152BBJLB01,42,85.71428571428571
System-6PAPB,System-4AEV0001,System-A152CCKAB01,42,85.71428571428571
System-6PASB,System-4B999995,System-F150BF1BB02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150BF1LA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150DC4LA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150LP4AA02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150LP4CA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150LP4TA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150LQ9TS01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150LYALA01,50.4,71.42857142857143
System-6PASB,System-4B999995,System-F150RAXAA03,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RAXLA02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RD3AA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RD3BA02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RD3BA03,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RD3LA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RK6AA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RK6LA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RK6LA02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RK6LC01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RK6LC02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RM7BA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RM7LA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RM7TB01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RM7TC01,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWAA03,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWAA04,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWAA05,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWAA07,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWAA08,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWAA09,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWLA02,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWLA03,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWLA04,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWLA05,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWMA03,56,64.28571428571429
System-6PASB,System-4B999995,System-F150RZWMA04,56,64.28571428571429
System-6PASB,System-4B999995,System-F151LP4TA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F151LQ9TA01,56,64.28571428571429
System-6PASB,System-4B999995,System-F151RZWAA06,56,64.28571428571429
System-6PASB,System-4B999995,System-F151RZWLA02,56,64.28571428571429
System-6PASB,System-4B999995,System-F151RZWMA03,56,64.28571428571429
System-6PASB,System-4B999995,System-F152DC4AA02,56,64.28571428571429
System-6PASD,System-4B999997,System-D250DC4LA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LP4AA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LP4AA02,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LP4LA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LP4LA02,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LPCSX01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LPCTX01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LQ9QA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LQ9RA01,84,42.857142857142854
System-6PAWJ,System-4AHP0008,System-COI1RM7AA01,115.2,31.25
System-6PAWJ,System-4AHP0008,System-COO1RZWLA01,120,30
System-6PAWJ,System-4AHP0008,System-DCN1RD3LA01,72,50
System-6PAWJ,System-4AHP0008,System-DCN1TC6CA01,144,25
System-6PAWJ,System-4AHP0008,System-DCN1TC6LA01,160,22.5
System-6PAWJ,System-4AHP0008,System-DCN1TE7AA01,144,25
System-6PAWJ,System-4AHP0008,System-DCN1TE7LA01,160,22.5
System-6PAWJ,System-4AHP0008,System-DCP1RD3LA01,72,50
System-6PAWJ,System-4AHP0008,System-DCP1TC6CA01,144,25
System-6PAWJ,System-4AHP0008,System-DCP1TC6LA01,144,25
System-6PAWJ,System-4AHP0008,System-DCP1TE7AA01,151.57894736842107,23.749999999999996
System-6PAWJ,System-4AHP0008,System-DCP1TE7LA01,144,25
System-6PAWJ,System-4AHP0008,System-EDP1RD3BA01,72,50
System-6PAWJ,System-4AHP0008,System-EDP1RK6AA01,120,30
System-6PAWJ,System-4AHP0008,System-EDP1RK6AC01,102.85714285714288,34.99999999999999
System-6PAWJ,System-4AHP0008,System-EDP1RK6LA03,120,30
System-6PAWJ,System-4AHP0008,System-EDP1RK6LC01,120,30
System-6PAWJ,System-4AHP0008,System-EDP2RD3BA01,180,20
System-6PAWJ,System-4AHP0008,System-EDP2RK6AA01,130.9090909090909,27.5
System-6PAWJ,System-4AHP0008,System-EDP2RK6AC01,130.9090909090909,27.5
System-6PAWJ,System-4AHP0008,System-EDP2RK6LA03,160,22.5
System-6PAWJ,System-4AHP0008,System-EDP2RK6LC01,160,22.5
System-6PAWJ,System-4AHP0008,System-EVI1RD3BA01,180,20
System-6PAWJ,System-4AHP0008,System-EVI1RK6AA01,180,20
System-6PAWJ,System-4AHP0008,System-EVI1RK6LA03,221.53846153846155,16.25
System-6PAWJ,System-4AHP0008,System-EVI1RZWLA01,192,18.75
System-6PAWJ,System-4AHP0008,System-EVO1RD3LA01,72,50
System-6PAWJ,System-4AHP0008,System-EVX1RD3LA01,72,50
System-6PAWJ,System-4AHP0008,System-LQA1RD3LA01,24,150
System-6PAWJ,System-4AHP0008,System-LQA1TC6AA01,90,40
System-6PAWJ,System-4AHP0008,System-LQA1TC6CA01,160,22.5
System-6PAWJ,System-4AHP0008,System-LQA1TC6LA01,102.85714285714288,34.99999999999999
System-6PAWJ,System-4AHP0008,System-LQA2RD3LA01,24,150
System-6PAWJ,System-4AHP0008,System-LQA2TC6CA01,102.85714285714288,34.99999999999999
System-6PAWJ,System-4AHP0008,System-LQA2TC6LA01,92.90322580645162,38.75
System-6PAWJ,System-4AHP0008,System-LQA3RD3LA01,24,150
System-6PAWJ,System-4AHP0008,System-LQA3TC6CA01,52.36363636363637,68.75
System-6PAWJ,System-4AHP0008,System-LQA3TC6LA01,160,22.5
System-6PAWJ,System-4AHP0008,System-LQB1RD3LA01,24,150
System-6PAWJ,System-4AHP0008,System-LQB1RD3LB01,24,150
System-6PAWJ,System-4AHP0008,System-LQB1RD3LC01,24,150
System-6PAWJ,System-4AHP0008,System-LQB1RD3LD01,24,150
System-6PAWG,System-4AHP0005,System-LQA3TC6BA02,960,3.75
System-6PAWG,System-4AHP0005,System-LQA3TC6CA02,960,3.75
System-6PAWG,System-4AHP0005,System-LQA4RD3LA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RAXAA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RAXLA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RD3AB01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RD3LA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RD3LB01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RD3LC01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RD3LD01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1RM7LB02,960,3.75
System-6PAWG,System-4AHP0005,System-LQB1TC6CA02,960,3.75
System-6PAWG,System-4AHP0005,System-LQB2RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQB2RD3AB01,960,3.75
System-6PAWG,System-4AHP0005,System-LQC1RAXAA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQC1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQC1RD3BA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQD1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQD1RD3BA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQD1RD3CA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQD1TC6CA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQD1TC6LA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQD1TC6LB01,960,3.75
System-6PAWG,System-4AHP0005,System-PSB1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSB1RD3AB01,960,3.75
System-6PAWG,System-4AHP0005,System-PSB1TC6CA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSB1TC6CA02,960,3.75
System-6PAWG,System-4AHP0005,System-PSC1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSC1RD3BA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSC1RD3CA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSD1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSD1RD3BA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSD1TC6CA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSD1TC6LB01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1LEYAA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1LEYAB01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1RAXAA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1RAXLA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1RD3LA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1RD3LB01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1RD3LC01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1RD3LD01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1TC6LB01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1TE7LA01,960,3.75
System-6PAWG,System-4AHP0005,System-PSU1TE7LC01,960,3.75
System-6PAWG,System-4AHP0005,System-LQA3RD3LA01,960,3.75
System-6PAWG,System-4AHP0005,System-LQA3TC6AA02,960,3.75
System-6PAMA,System-4ALQCD01,System-F760LQ9QA02,28.96551724137931,124.28571428571429
System-6PAMA,System-4ALQCD01,System-F760LQ9RA01,39.375,91.42857142857143
System-6PAMA,System-4ALQCD01,System-F760LQCTA01,36,100
System-6PAMB,System-4AHTAI02,System-D252LYAAA01,45.815,78.57688529957439
System-6PAMB,System-4AHTAI02,System-D252RK6AA01,56,64.28571428571429
System-6PAMB,System-4ATZCH01,System-D252ACWAA03,45.5,79.12087912087912
System-6PAMB,System-4ATZCH01,System-D252GGXAA05,45.5,79.12087912087912
System-6PAMB,System-4ATZCH01,System-D252LP4AA01,62.99999999999999,57.142857142857146
System-6PAMB,System-4ATZCH01,System-D252QQVAA01,45.5,79.12087912087912
System-6PAMB,System-4ATZCH01,System-D252QQVAA05,45.5,79.12087912087912
System-6PAMB,System-4ATZCH01,System-D252RM7AA01,62.99999999999999,57.142857142857146
System-6PAMB,System-4ATZCH01,System-D252VVRAA08,45.5,79.12087912087912
System-6PAMC,System-4ACDC101,System-F760RM7AA01,9.069767441860465,396.9230769230769
System-6PAMC,System-4ACDC101,System-F760RM7AB01,9.069767441860465,396.9230769230769
System-6PAMC,System-4ARZCC01,System-F760RZWLB02,26,138.46153846153845
System-6PAMC,System-4AZZC102,System-F760LP4AA01,26,138.46153846153845
System-6PAMC,System-4AZZIZ29,System-F760BF1AA04,26,138.46153846153845
System-6PAMC,System-4AZZIZ29,System-F760RAXAA01,26,138.46153846153845
System-6PAMC,System-4AZZIZ29,System-F760RZWLA03,26,138.46153846153845
System-6PAMD,System-4AOCAM02,System-R102RM7AA01,14,257.14285714285717
System-6PAMD,System-4AOCAM02,System-R102RMBAA01,14,257.14285714285717
System-6PAMD,System-4BTOC001,System-R121RK6NA01,14,257.14285714285717
System-6PAMD,System-4BTOC001,System-R121RK6PA01,14,257.14285714285717
System-6PANC,System-4AZZFZ05,System-A152BBJAB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-A152BBJLB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-A152CCKAB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-A152CCKLB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-D251BFWAA05,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251LP4AA01,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251LP4AA02,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251LP4LA02,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RM7AA01,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RM7LA01,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWAA04,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWAA05,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWAA06,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWBA04,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWLA04,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWLA05,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWLA06,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D251RZWPA05,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-D252RM7AA01,424.28571428571433,8.484848484848484
System-6PANC,System-4AZZFZ05,System-F151BFWAB02,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152AKYAA09,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152BF1BB01,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152LP4AA01,422.9999999999999,8.510638297872342
System-6PANC,System-4AZZFZ05,System-F152LYALA01,423.1974921630094,8.506666666666668
System-6PANC,System-4AZZFZ05,System-F152QQVAA08,282,12.76595744680851
System-6PANC,System-4AZZFZ05,System-F152RAXLA01,423,8.51063829787234
System-6PAWQ,System-4A199904,System-F371YPBLA02,15,240
System-6PAWQ,System-4A199904,System-F374TC6BA01,45,80
System-6PAWQ,System-4A199904,System-F374TC6CA01,45,80
System-6PAWQ,System-4A199904,System-F374TC6LA01,45,80
System-6PAWQ,System-4A199904,System-F374TC6LB02,45,80
System-6PAWQ,System-4A199904,System-F375RD3BA01,30,120
System-6PAWQ,System-4A199904,System-F375RD3CA02,30,120
System-6PAWQ,System-4A199904,System-F375RD3LA08,30,120
System-6PAWQ,System-4A199904,System-F375TC6AA01,30,120
System-6PAWQ,System-4A199904,System-F375TC6AA02,30,120
System-6PAWQ,System-4A199904,System-F375TC6BA01,30,120
System-6PAWQ,System-4A199904,System-F375TC6CA01,30,120
System-6PAWQ,System-4A199904,System-F375TC6CA02,30,120
System-6PAWQ,System-4A199904,System-F375TC6LA02,30,120
System-6PAWQ,System-4A199904,System-F375TLALA01,36,100
System-6PAWQ,System-4A199904,System-F454RD3AA01,15,240
System-6PAWQ,System-4A199904,System-F454RD3BA01,15,240
System-6PAWQ,System-4A199904,System-F454TC6AA01,15,240
System-6PAWQ,System-4A199904,System-F454TC6BA01,15,240
System-6PAWQ,System-4A199904,System-F454TC6CA01,15,240
System-6PAWQ,System-4A199904,System-F454TC6CA02,15,240
System-6PAWQ,System-4A199904,System-F737RD3AA01,15,240
System-6PAWQ,System-4A199904,System-F737RD3BA01,15,240
System-6PAWQ,System-4A199904,System-F737RD3CA03,15,240
System-6PAWQ,System-4A199904,System-F738TC6AA01,15,240
System-6PAWQ,System-4A199904,System-F738TC6CA01,15,240
System-6PAWQ,System-4A199904,System-F825TC6AA01,15,240
System-6PAWQ,System-4A199904,System-F825TC6AA02,15,240
System-6PAWQ,System-4A199904,System-F825TC6AA03,15,240
System-6PAWQ,System-4A199904,System-F825TC6BA01,15,240
System-6PAWQ,System-4A199904,System-F825TC6BA02,15,240
System-6PAWQ,System-4A199904,System-F825TC6BA03,15,240
System-6PAWQ,System-4A199904,System-F825TC6CA01,15,240
System-6PATA,System-4AZZIZ01,System-E104LQ9TA01,64,56.25
System-6PATA,System-4AZZIZ01,System-E105LQ9SA01,64,56.25
System-6PATA,System-4AZZIZ01,System-E105LQ9TA01,64,56.25
System-6PATA,System-4AZZIZ01,System-E114LQ9SA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-E114LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-E115LQ9SA01,64,56.25
System-6PATA,System-4AZZIZ01,System-E115LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-E124LQ9SA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-E124LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-E125LQ9SA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-E125LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F103RAXAA06,64,56.25
System-6PATA,System-4AZZIZ01,System-F103RAXLA05,64,56.25
System-6PATA,System-4AZZIZ01,System-F168LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F169LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F202LQ9SA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F202LQ9TA01,64,56.25
System-6PATA,System-4AZZIZ01,System-F203LQ9SA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F203LQ9TA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F204LQ9SA01,52.36363636363637,68.75
System-6PATA,System-4AZZIZ01,System-F204LQ9TA01,52.36363636363637,68.75
System-6PAUA,System-4ARZHB02,System-D300RAXLA03,25,144
System-6PAUA,System-4ARZHB02,System-D300RD3LA02,25,144
System-6PAUA,System-4ARZHB02,System-D300RK6AA04,25,144
System-6PAUA,System-4ARZHB02,System-D300RK6AB04,25,144
System-6PAUA,System-4ARZHB02,System-D300RK6LA04,25,144
System-6PAUA,System-4ARZHB02,System-D300RK6LB02,25,144
System-6PAUA,System-4ARZHB02,System-D300RK6LC01,25,144
System-6PAUA,System-4ARZHB02,System-D300RZWAA08,25,144
System-6PAUA,System-4ARZHB02,System-D300RZWLA08,25,144
System-6PAUA,System-4ARZHB02,System-D300RZWLT01,25,144
